"","site_ID","growing_year","window","nobsv","extend_days","alpha","beta","C0","Hs","k2","TS","ERref","lnRatio"
"4387","DE-Akm",2013,"200_218",126,21,0.12677918735,-0.001911654791751,2.43799702,NA,NA,16.1662453792937,9.59585747512167,0.329296278817243
"4487","DE-Akm",2014,"200_218",124,9,0.089796035999,-0.00254371105039385,4.090890401,NA,NA,16.4922705048246,7.87199615027671,0.131276457189923
"4586","DE-Akm",2015,"200_218",105,6,0.1150433529,-0.00208838163368,2.7280595285,NA,NA,14.11925155623,8.51010116835247,0.209218617167789
"4684","DE-Akm",2016,"200_218",109,3,0.102729814462,-0.002695028729145,3.1160009015,NA,NA,15.3449908222588,7.07724788056849,0.0248499011817358
"4785","DE-Akm",2017,"200_218",110,0,0.14007657539,-0.00140286129335,0.9101070785,NA,NA,15.4408507359893,4.31152374537244,-0.470743834674372
"4885","DE-Akm",2018,"200_218",131,27,0.1008035167,-0.001525118818467,2.84862714,NA,NA,16.5195629795078,8.32916927023438,0.18772851022292
"4983","DE-Akm",2020,"200_218",139,6,0.1484834833,-0.00136866766734,0.9799198095,NA,NA,14.3841462768431,5.75679180230299,-0.181654872749193
"5083","DE-Akm",2021,"200_218",103,0,0.10999828077,-0.001965059503285,2.0703995955,NA,NA,15.0150851333516,6.16291879216299,-0.113484718299778
"51127","DE-Akm",2022,"200_218",115,6,0.113127732725,-0.002262820366855,2.3337070575,NA,NA,15.152444984771,6.90354614415466,0
"52101","DE-Akm",2023,"200_218",135,3,0.14385415725,-0.003135958682,1.5104657775,NA,NA,14.1692185228436,5.96457249651128,-0.146197829186869
"2604","DE-Hte",2011,"138_159",132,0,0.13874951175,-0.0015289175647645,0.689638857,NA,NA,13.7425227272174,3.06661111698094,0.359084349804756
"3306","DE-Hte",2012,"138_159",161,0,0.10672054361,-0.002580624130425,1.0942920275,NA,NA,12.1754396820407,2.71333682563308,0.236690447043755
"4305","DE-Hte",2013,"138_159",119,0,0.1148663313775,-0.00321149497172,0.8615354805,NA,NA,11.9601817140409,1.90074336406025,-0.11924367749155
"5302","DE-Hte",2014,"138_159",126,0,0.13482678265,-0.00205927092835,0.645022168,NA,NA,13.4491216161213,2.5320994524204,0.167560050327556
"6285","DE-Hte",2015,"138_159",158,0,0.130970141505,-0.002284608952075,0.6945421915,NA,NA,12.0354970374036,2.35882365120356,0.0966743104986265
"7279","DE-Hte",2016,"138_159",111,0,0.1641612055,-0.0011487354494,0.321863149,NA,NA,13.7288790394737,2.14146191015673,0
"8270","DE-Hte",2017,"138_159",145,0,0.07637425667195,-0.00346672510465,1.863442817,NA,NA,13.6796470458371,2.54577697367559,0.172947166194674
"9260","DE-Hte",2018,"138_159",150,0,0.16085554395,-0.00181552883353,0.429643527,NA,NA,14.5174864517385,2.49691061104459,0.153565480726329
"9.1","DE-Hte",2010,"159_180",146,0,0.05993764270535,-0.0061110147436,2.229866958,NA,NA,13.5768715354003,1.37273348061037,-0.877383326263712
"10249","DE-Hte",2011,"159_180",132,0,0.1073812360985,-0.002398819232513,1.6724068825,NA,NA,14.1419706182331,4.27797137278722,0.259291599334797
"11240","DE-Hte",2012,"159_180",137,3,0.164772753,-0.001158547695725,0.504197347,NA,NA,13.460566938021,3.87472695578691,0.160287877725007
"12207","DE-Hte",2013,"159_180",130,0,0.123005677895,-0.00286253069117,0.9935493145,NA,NA,14.0606366498184,2.95154543462461,-0.111858410254471
"13176","DE-Hte",2014,"159_180",102,0,0.1103235341375,-0.0024604145434475,1.251341176,NA,NA,13.9786251123547,3.0725641553376,-0.071674876834438
"14169","DE-Hte",2015,"159_180",129,0,0.089135137653,-0.0036359237461,1.8655597435,NA,NA,13.0831380748947,2.72274763605636,-0.192545788820784
"15158","DE-Hte",2016,"159_180",118,6,0.097504828242,-0.002344511380175,1.457990557,NA,NA,14.5158686985075,3.30087412438955,0
"16138","DE-Hte",2017,"159_180",120,0,0.0826775833105,-0.00487767960215,2.9233506145,NA,NA,14.5620743641044,3.16087218570048,-0.0433393219262879
"17129","DE-Hte",2018,"159_180",113,0,0.0643638095431,-0.0071385652105,6.37772728,NA,NA,14.691903109297,3.64537032223704,0.0992706380465742
"18127","DE-Hte",2010,"180_201",155,0,0.0897740559475,-0.00218005028582,2.0004610455,NA,NA,17.3098478478013,4.14518072484253,0.149586003003082
"19126","DE-Hte",2011,"180_201",140,0,0.114925361085,-0.00206248461428,1.491282325,NA,NA,15.0279106847136,4.48507274360095,0.22839432936878
"20126","DE-Hte",2012,"180_201",131,0,0.08533577503125,-0.00472907444685,4.39783436,NA,NA,14.397243158258,4.92789053367785,0.322550627531482
"21151","DE-Hte",2013,"180_201",144,0,0.10910459406,-0.00260859137842,1.5045996105,NA,NA,14.8390806119615,3.82136562111733,0.0682474658529101
"22133","DE-Hte",2014,"180_201",127,0,0.0936765112,-0.001475423812685,1.2312918515,NA,NA,15.6225979094402,3.41498454923486,-0.0441874166891277
"23123","DE-Hte",2015,"180_201",124,0,0.115289914578,-0.00234716547736,1.2384442475,NA,NA,15.1339498629684,3.724973564054,0.0426993695886179
"24115","DE-Hte",2016,"180_201",128,0,0.093138510279,-0.00417111527705,2.5646314905,NA,NA,14.7018858779797,3.56926747377827,0
"25103","DE-Hte",2017,"180_201",141,0,0.0908843708585,-0.002771305488685,1.9079628995,NA,NA,14.1950140352736,3.48393444058038,-0.0241981437908791
"2697","DE-Hte",2018,"180_201",107,0,0.08348677228135,-0.00457821046685,3.883504397,NA,NA,15.3986309299901,4.14241944945228,0.148919639898116
"2791","DE-Hte",2010,"201_222",179,0,0.105006186935,-0.001859514198935,1.2948677625,NA,NA,16.0929912688444,3.47994733683069,-0.0894821238460545
"2891","DE-Hte",2011,"201_222",136,6,0.07851384491395,-0.006082483507144,3.6266422695,NA,NA,14.4791111167761,2.41099766595518,-0.45645865330637
"2991","DE-Hte",2012,"201_222",118,0,0.1452250608,-0.0012164612751125,0.758794928,NA,NA,15.1740726000947,5.19781342909374,0.311738758326468
"3091","DE-Hte",2013,"201_222",142,0,0.09173339060985,-0.00464440852745,4.1175732665,NA,NA,16.7252145202951,4.93973149742628,0.260811692551649
"31133","DE-Hte",2014,"201_222",117,0,0.077282048522,-0.00309260022415,2.879584484,NA,NA,16.6096937570279,4.00926328464333,0.0521082204763591
"32107","DE-Hte",2015,"201_222",143,0,0.113931240286,-0.0021260429741695,1.328073786,NA,NA,14.9784016830283,4.10235029777477,0.0750607684054499
"3390","DE-Hte",2016,"201_222",133,0,0.18168335735,-0.000547615333261,0.2520288155,NA,NA,15.6507922045789,3.80569749420321,0
"3490","DE-Hte",2017,"201_222",102,0,0.1012113145591,-0.002540756027675,1.369704309,NA,NA,15.2941452719558,3.02837333747551,-0.22847366137714
"3590","DE-Hte",2018,"201_222",136,0,0.176328446,-0.000528204494725,0.351679398,NA,NA,18.1644749611538,4.94017110641992,0.260900683103795
"3690","DE-Hte",2010,"222_236",150,3,0.0846148126015,-0.00526436161115,3.6602465445,NA,NA,15.6648445298373,3.50482162728955,0.109954466569382
"3790","DE-Hte",2011,"222_236",143,3,0.0674014188592,-0.00583743175275,3.918551961,NA,NA,14.8294866952564,2.56683424073991,-0.201511835031668
"3890","DE-Hte",2012,"222_236",119,3,0.0938450198595,-0.00278537425825,2.2416383685,NA,NA,15.240671770019,4.3451753447206,0.324880951727962
"3990","DE-Hte",2013,"222_236",116,0,0.0910645826215,-0.003168723276485,2.222354822,NA,NA,14.949580382203,3.79944121460056,0.190668845438325
"4090","DE-Hte",2014,"222_236",127,0,0.09201215785,-0.0018886036699445,1.3068431035,NA,NA,13.8969500871977,3.23997730223121,0.0313811626035507
"41132","DE-Hte",2015,"222_236",120,0,0.112295274175,-0.00179380644875,1.023027307,NA,NA,15.9075695553864,3.226368044802,0.0271718985470261
"42106","DE-Hte",2016,"222_236",105,0,0.1193784143765,-0.002172460115485,1.089706137,NA,NA,14.2776139192635,3.13988181818752,0
"4388","DE-Hte",2017,"222_236",100,0,0.0834927224,-0.00319635260107,1.7062590065,NA,NA,14.8280069645934,2.53086644378842,-0.215623449680711
"4488","DE-Hte",2018,"222_236",152,3,0.11990636945,-0.000498270785127,0.991764114,NA,NA,16.1488790840462,5.31381929598341,0.526125679795252
"11048","DE-Hzd",2011,"147_168",111,3,0.1485996018,-0.001517584368597,1.3148449805,NA,NA,15.7254829545455,6.63849409222732,-0.334041409943064
"2605","DE-Hzd",2012,"147_168",120,9,0.1663587355,-0.00110466158028,1.006737951,NA,NA,12.8826988636364,7.26107805044506,-0.244398244760919
"3307","DE-Hzd",2013,"147_168",108,6,0.176349795,-0.000782726401669,0.991054028,NA,NA,11.6801893939394,8.64783477188623,-0.0696175801498623
"4306","DE-Hzd",2014,"147_168",113,12,0.09902699158,-0.00543137098988,5.340022603,NA,NA,12.7340606060606,7.06088077405952,-0.272356755114312
"5303","DE-Hzd",2015,"147_168",108,0,0.13322972835,-0.003295543597085,3.14853184,NA,NA,12.1340340909091,9.7270880616846,0.0479880227998841
"6286","DE-Hzd",2016,"147_168",100,30,0.14887927225,-0.002567967651215,2.374139171,NA,NA,13.0505208333333,10.3888191608974,0.113803592779975
"7280","DE-Hzd",2018,"147_168",129,12,0.131624925995,-0.00176472656926,1.6957357295,NA,NA,14.2943560606061,6.32599081700452,-0.382259881115732
"8271","DE-Hzd",2019,"147_168",110,15,0.1437325165,-0.0034494146834,2.6922650765,NA,NA,14.0034090909091,9.27132732534754,0
"9261","DE-Hzd",2021,"147_168",117,6,0.18465941155,-0.0006063563385255,0.930054286,NA,NA,12.3227840909091,9.37875921568523,0.0115209201200489
"10250","DE-Hzd",2022,"147_168",105,27,0.13132934306,-0.00353884319645,2.3825104745,NA,NA,14.2026609848485,6.79921979551543,-0.310118684724874
"11241","DE-Hzd",2023,"147_168",87,33,0.175936738,-0.00081633473319,0.6139527755,NA,NA,13.2673011363636,5.22997623234097,-0.572519820789617
"12208","DE-Hzd",2024,"147_168",63,33,0.152768634095,-0.0015261886782345,1.318203934,NA,NA,13.2285890151515,6.63270751071008,-0.334913460878176
"13177","DE-Hzd",2011,"168_189",123,3,0.1486030518,-0.001325600390071,1.2544291085,NA,NA,15.6858806818182,8.07693906493635,-0.076960462537592
"14170","DE-Hzd",2012,"168_189",105,3,0.1335771305,-0.00170115523535,1.918801971,NA,NA,15.9230303030303,9.03640600990495,0.0352880953781283
"15159","DE-Hzd",2013,"168_189",117,6,0.1806745605,-0.000617592734463,0.767888273,NA,NA,14.6670928030303,9.81350299099779,0.117785858828021
"16139","DE-Hzd",2014,"168_189",121,0,0.091114956156935,-0.00349029115045,4.723130805,NA,NA,13.4529829545455,7.86905075697594,-0.103035994923135
"17130","DE-Hzd",2015,"168_189",110,0,0.1396047206,-0.001751871991302,2.260627396,NA,NA,14.0222159090909,11.6708956207999,0.291124754223572
"18128","DE-Hzd",2016,"168_189",112,27,0.115516382,-0.002703018141395,4.1148998715,NA,NA,14.3184659090909,11.6494763787832,0.289287798274482
"19127","DE-Hzd",2018,"168_189",132,6,0.114043271777805,-0.00205254424778,1.961634578,NA,NA,13.7531912878788,5.79168544962074,-0.409550088822458
"20127","DE-Hzd",2019,"168_189",109,9,0.12034082425,-0.00250763522278,2.9030304045,NA,NA,15.2614867424242,8.72308914296319,0
"21152","DE-Hzd",2021,"168_189",102,15,0.106786608095,-0.0031988258857095,4.529082947,NA,NA,14.9864981060606,9.70000682597821,0.106153154518254
"22134","DE-Hzd",2022,"168_189",101,27,0.12561297356,-0.00304546109844,2.1841576035,NA,NA,17.2507424242424,6.76228469884276,-0.254612628543542
"23124","DE-Hzd",2023,"168_189",105,27,0.16697124605,-0.0007890112224665,0.613895374,NA,NA,15.7797159090909,5.84298749431214,-0.400731211415367
"24116","DE-Hzd",2024,"168_189",54,33,0.12472797935,-0.00230814365072,2.4790514675,NA,NA,15.3811931818182,8.28331338312968,-0.0517303793035926
"25104","DE-Hzd",2011,"189_210",122,0,0.1656909921,-0.001049660408485,0.7583140115,NA,NA,16.4116193181818,7.49898564710998,0.221559768452973
"2698","DE-Hzd",2012,"189_210",123,0,0.15073134505,-0.00113765755093,1.0404894615,NA,NA,16.0674053030303,7.74502379231317,0.253842549931334
"2792","DE-Hzd",2013,"189_210",114,9,0.16783570035,-0.00082414872644,0.8947704225,NA,NA,15.5221496212121,9.80711685413557,0.489900335829014
"2892","DE-Hzd",2014,"189_210",110,15,0.101962603475,-0.003001179819315,4.763055835,NA,NA,15.8339488636364,10.4399338196202,0.552430247426979
"2992","DE-Hzd",2015,"189_210",132,0,0.1773977685,-0.00057186880627145,0.7778302205,NA,NA,15.9774431818182,10.49048500694,0.557260660619452
"3092","DE-Hzd",2016,"189_210",101,21,0.12049253925,-0.0032665396118,4.603834055,NA,NA,15.3370643939394,12.5794970845215,0.73886027719957
"31134","DE-Hzd",2018,"189_210",109,12,0.100797348417,-0.003720630371541,3.5376166945,NA,NA,15.1211174242424,6.08004859186241,0.0118046921381917
"32108","DE-Hzd",2019,"189_210",102,9,0.10451409782,-0.0041688477525,3.6579171995,NA,NA,15.0177746212121,6.00869745770407,0
"3391","DE-Hzd",2021,"189_210",134,21,0.13128960928,-0.0019939177176,2.107234877,NA,NA,15.6360142045455,8.06007628286301,0.293715024958233
"3491","DE-Hzd",2022,"189_210",90,33,0.1046278448315,-0.004232457281435,3.71859084,NA,NA,16.3897537878788,6.17331406427656,0.0270278233169806
"3591","DE-Hzd",2023,"189_210",103,12,0.17412753885,-0.0006581394048015,0.518274321,NA,NA,16.4797443181818,6.45638385184262,0.0718613899147084
"3691","DE-Hzd",2024,"189_210",35,33,0.11564014027,-0.004477844612635,4.819754485,NA,NA,16.9054545454545,9.01827041175772,0.406044569438046
"11049","DE-RuC",2014,"132_153",101,9,0.162930531,-0.0013218087960655,0.6018024075,3.4959823045175,NA,13.14303125,3.57312779409043,-0.0612917682188618
"2606","DE-RuC",2015,"132_153",124,3,0.14903094205,-0.00135147249137,0.753355644,3.4959823045175,NA,12.16878125,3.68483873533301,-0.0305063510053536
"3308","DE-RuC",2016,"132_153",120,18,0.169800344,-0.0016910415401,0.7966792915,3.4959823045175,NA,12.4354195075758,4.86549880543652,0.247436126534232
"4307","DE-RuC",2017,"132_153",108,12,0.1419658889,-0.00189989446635,1.0338990105,3.4959823045175,NA,14.6709043560606,4.19071851250595,0.0981390887023486
