"site_ID","LAT","LONG","ELEV","IGBP","MAP","Climate_class","NEE","NEE_day","NEE_night","MATA","SSTA","IATA","RDTA","RSTA","EVI","NDVI","Lai","Gpp","GSOC","soc_obs","GSOC_obs","soc_mix","nyear","r3avg","r3avg_p","dTS_gs","SWC_use","significant","Tmin1","Tmin2","Tmin3","Tmin4","Tmin5","Tmin6","Tmin7","Tmin8","Tmin9","Tmin10","Tmin11","Tmin12","TS_TA","TSmin_c","TSmin_c_gs","NEE_night_mod_p","NEE_night_mod_f","NEE_night_mod_fa"
"US-Me2",44.4526,-121.5589,1253,"ENF",523,"Csb",-352.5980349,-794.3348432,441.7368083,7.987600512,7.889475541,0.60097062,7.803709045,35.41589085,0.303453005,0.599737887,1.735374796,0.026043281,122,0.2222862,61.18021908,61.18021908,10,-0.152337722,0.091740161,2.612523738,"NO",TRUE,1.33347988128662,1.9653480052948,1.66300373077393,1.31267397403717,0.944395565986633,1.31457877159119,1.74732608795166,2.19194145202637,1.9167765378952,1.6544322013855,2.1380952835083,1.68608062267303,0,0,0,0,0,0
"US-NR1",40.0329,-105.5464,3050,"ENF",800,"Dfc",-196.5633546,-442.4785174,245.9151628,2.345043828,8.8085458,0.510132141,7.424043558,39.89382675,0.262152095,0.511645173,1.289853762,0.019876383,41,NA,NA,41,19,-0.122800969,0.00240179,1.674180138,"YES",TRUE,1.7884982585907,3.00615396499634,2.38388285636902,2.32417578697205,2.5538462638855,2.57582411766052,2.19465198516846,2.78673992156982,2.54915747642517,3.15868129730225,2.47501816749573,2.54197793006897,0,0,0,0,0,0
"US-WCr",45.8059,-90.0799,520,"DBF",787,"Dfb",-264.6097699,-594.7452109,330.135441,5.290872409,11.56472237,0.944811536,8.538840913,48.17886646,0.324777007,0.510299999,2.007769682,0.025697134,39,100.865,139.6122077,139.6122077,14,-0.071915697,0.21686045,2.479327721,"YES",FALSE,2.35772938728333,4.25626363754272,2.99531154632568,2.00065934658051,1.9894505739212,1.64908409118652,2.19516468048096,2.7384617805481,2.06959714889526,2.38732600212097,1.80424904823303,2.91626386642456,0,0,0,0,0,0
"US-UMB",45.5598,-84.7138,234,"DBF",803,"Dfb",-205.2807624,-642.3135711,437.0328087,7.161236439,10.61522024,1.072063384,7.403141505,44.08095576,0.325870384,0.505593966,2.09945159,0.037194269,40,26.8,81.89252768,81.89252768,11,-0.019674119,0.358170864,1.700764711,"YES",FALSE,3.66600751876831,3.80600733757019,3.22732605934143,2.28102560043335,1.72608065605164,1.68651988506317,2.19531154632568,2.42630019187927,2.09706974029541,2.39985337257385,2.00871794223785,3.48153853416443,0,0,0,0,0,0
"US-MMS",39.3232,-86.4131,275,"DBF",1032,"Cfa",-357.6526654,-761.0851419,403.4324765,12.46218875,10.09743104,0.709031044,7.952342885,41.28906199,0.40109581,0.656686701,2.604296201,0.034492885,35,NA,NA,35,23,-0.06693713,0.024480761,2.751665246,"YES",TRUE,2.07956027984619,2.27304034233093,1.79956037998199,0.832820570468903,1.01985354423523,1.56549465656281,2.527618932724,2.36688642501831,2.04468894004822,1.79238085746765,2.30644693374634,2.03597068786621,0,0,0,0,0,0
"US-PFa",45.9459,-90.2723,470,"MF",823,"Dfb",7.975747813,-304.5182918,312.4940397,5.432131327,11.70020063,1.220741534,8.595218812,50.25403571,0.324410383,0.566614754,1.798080465,0.026448419,332,100.865,139.6122077,139.6122077,13,-0.018890604,0.587631274,4.146005299,"NO",FALSE,2.40117201805115,4.32520141601563,3.0239559173584,2.01509163379669,2.09098896980286,1.80549454689026,2.27245435714722,2.82556757926941,2.02783913612366,2.49641032218933,1.76666662693024,2.85487146377563,0,0,0,0,0,0
"US-Syv",46.242,-89.3477,540,"MF",826,"Dfb",-150.4379914,-563.1934906,412.7554992,4.556907988,11.58489278,1.035114274,8.032082431,47.34017204,0.269279599,0.511117668,1.79716639,0.026037055,188,104.67,142.5774866,142.5774866,10,-0.104061905,0.086831725,3.077965417,"YES",TRUE,2.44549512863159,4.15032939910889,2.95531158447266,1.97245416641235,2.06820516586304,1.72146518230438,2.16102571487427,2.5744321346283,1.7479122877121,2.26681323051453,1.68783884048462,2.86717948913574,0,0,0,0,0,0
"US-Whs",31.7438,-110.0522,1370,"OSH",320,"Bsk",15.04390492,-31.53611515,46.58002008,17.12019327,7.40634181,0.482012043,15.08684879,32.5022303,0.116662295,0.196230055,0.254113346,0.005708399,7,NA,NA,7,15,-0.137406379,0.108621157,3.623752934,"YES",FALSE,0.490842497348785,0.680659306049347,0.0553847479633987,0.207252781093121,0.93450562953949,0.698461222648621,1.01648358106613,1.20300395488739,1.45641038417816,1.71794893741608,0.877142953872681,0.706446886062622,0,0,0,0,0,0
"US-ICt",68.6063,-149.3041,930,"OSH",318,"ET",-2.683328755,-3.146955299,45.71660875,-5.477109569,11.79047789,0.888020401,6.775430009,49.68493561,0.312571204,0.530333508,0.446757683,0.006393676,128,NA,NA,128,11,-0.330957681,0.021145669,3.839227705,"NO",TRUE,4.07230787277222,1.4528936624527,3.26791219711304,1.66886479854584,1.47194132804871,1.99333336353302,2.13736271858215,2.32109889984131,2.10446891784668,1.31047623157501,3.45509123802185,2.99406614303589,0,0,0,0,0,0
"US-ICh",68.6068,-149.2958,940,"OSH",318,"ET",14.82423916,0.580109471,49.03780161,-6.61624533,12.63194625,1.234770613,7.410667804,54.5054798,0.302821244,0.518109845,0.422070537,0.006211364,128,NA,NA,128,11,-0.157539707,0.008732491,2.843705192,"NO",TRUE,4.07230787277222,1.4528936624527,3.26791219711304,1.66886479854584,1.47194132804871,1.99333336353302,2.13736271858215,2.32109889984131,2.10446891784668,1.31047623157501,3.45509123802185,2.99406614303589,0,0,0,0,0,0
"US-ICs",68.6058,-149.311,920,"WET",318,"ET",81.02792002,17.95588405,85.52813793,-6.541218561,12.79600992,1.117733952,8.30155097,54.82679583,0.312571204,0.530333508,0.456655293,0.006489427,128,NA,NA,128,10,-0.077093665,0.338960606,3.115377928,"NO",FALSE,4.07230787277222,1.4528936624527,3.26791219711304,1.66886479854584,1.47194132804871,1.99333336353302,2.13736271858215,2.32109889984131,2.10446891784668,1.31047623157501,3.45509123802185,2.99406614303589,0,0,0,0,0,0
"US-SRG",31.7894,-110.8277,1291,"GRA",420,"Bsk",-41.93787059,-229.9079057,187.9700351,18.9440829,7.147606884,0.522614019,11.76401733,32.55745964,0.170891803,0.282312022,0.430438758,0.008995751,25,NA,NA,25,16,-0.073002361,0.160685595,2.90191861,"YES",FALSE,0.686959743499756,0.926886439323425,0.263370046019554,0.501025694608688,1.10747239589691,0.951354992389679,1.24871783256531,1.57347948551178,1.75684969425201,1.97523813247681,1.0493040561676,0.85040295124054,0,0,0,0,0,0
"US-IB2",41.8406,-88.241,226.5,"GRA",930.25,"Dfa",-215.1902247,-646.9615609,431.7713362,9.223713815,10.87413983,0.854793119,10.08162265,46.73211806,0.316391682,0.492161368,1.241499099,0.024285968,124,48.6,98.88151067,98.88151067,12,-0.042105639,0.013173963,3.80080974,"NO",TRUE,2.37963347434998,3.42835168838501,2.56249094009399,1.53978021144867,1.41619057655334,1.53970718383789,2.32754564285278,2.42857117652893,2.0026371717453,2.04534800052643,1.76791210174561,2.35963377952576,0.77377650103166,1.6634777437764,1.50674776798941,5.09538410699114,5.60478023622731,5.26024324327591
"US-Kon",39.0824,-96.5603,417,"GRA",867,"Cfa",-163.0045133,-678.2595531,515.2550399,13.14715999,10.79727627,1.048358726,11.96305799,46.5161384,0.295653832,0.469030839,1.138025609,0.019881028,55,NA,NA,55,11,-0.070916122,0.017773209,8.909918135,"NO",TRUE,1.55750916004181,2.86315031051636,1.88754577636719,1.77494511604309,1.97150201797485,1.95538423061371,2.60029306411743,3.23963289260864,2.71934041976929,3.22835164070129,2.13904767036438,2.17487187385559,0,0,0,0,0,0
"US-MOz",38.7441,-92.2,219.4,"DBF",986,"Cfa",-364.6826506,-784.6655951,419.9829445,13.53309483,10.43983222,1.073030186,9.664558529,44.48312458,0.37915337,0.653207285,2.527330935,0.033119862,45,NA,NA,45,14,-0.032528061,0.554951599,2.384257231,"YES",FALSE,1.5259340763092,2.5776556968689,1.91399269104004,1.281098985672,1.38798546791077,1.67084209918976,2.49721646308899,2.72337021827698,2.36014666557312,2.57956042289734,2.08644685745239,1.99274723529816,0,0,0,0,0,0
"US-NC2",35.803,-76.6685,5,"ENF",1320,"Cfa",-531.9003252,-1343.799462,811.8991368,15.99332423,8.014473303,0.459475052,10.13608993,33.9254422,0.410731876,0.736830782,4.284643559,0.038113636,134,NA,NA,134,11,-0.085010549,0.47140866,1.26889316,"NO",FALSE,1.75113554000854,1.37076919078827,1.58556795120239,0.938827562332153,1.02293004989624,0.996483469009399,1.71157569885254,1.46996297836304,1.82168464660645,1.3168496131897,2.40739960670471,1.61318681240082,0,0,0,0,0,0
"US-Bar",44.0646,-71.2881,272,"DBF",1245.77,"Dfb",-215.1216784,-609.3136051,394.1919267,7.411330361,10.17443587,0.595564093,9.882681381,44.88131236,0.392827687,0.650909652,2.282541168,0.02807836,56,11.33333333,69.83918195,69.83918195,12,-0.226509783,0.003673387,1.602680741,"YES",TRUE,3.09890098571777,2.94234437942505,2.84080595970154,2.21413927078247,1.75509159564972,2.01904737949371,2.23216128349304,2.38263726234436,1.77230763435364,1.6513552904129,2.36146521568298,2.69655656814575,0,0,0,0,0,0
"CA-Oas",53.6289,-106.1978,530,"DBF",428.53,"Dfc",-129.5741244,-467.1110554,337.536931,1.91686947,12.81411863,0.936864253,8.176467625,54.62681696,0.262314469,0.453749083,1.680347375,0.02015,65.2142868,34.47383333,87.87283153,87.87283153,14,-0.018529912,0.589929317,2.086905593,"YES",FALSE,1.01663008928299,4.26351690292358,3.80139198303223,3.03406591415405,3.20542116165161,2.75164842605591,2.67948722839355,3.22769246101379,2.5931134223938,3.18395609855652,2.93677635192871,3.03062243461609,0,0,0,0,0,0
"CA-TP4",42.7102,-80.3574,184,"ENF",1036,"Dfb",-167.4882297,-725.6012988,558.1130692,9.30552856,10.23628024,0.798726291,7.571919737,42.8787381,0.366053467,0.650123722,2.512979926,0.031131423,73.99674988,36.7,89.60770803,89.60770803,14,-0.027580299,0.39651934,2.518697619,"YES",FALSE,3.50695953369141,3.27699637413025,2.66446890830994,2.05457873344421,1.68717956542969,1.79245409965515,2.2116485118866,2.44271054267883,2.14783892631531,1.90051283836365,2.25560436248779,2.9014651298523,0,0,0,0,0,0
"CA-TP3",42.7068,-80.3483,184,"ENF",1036,"Dfb",-503.708318,-964.2781577,460.5698396,9.055563984,10.23685783,0.876344188,7.812248344,43.03495833,0.340102007,0.610566058,2.23446073,0.031766304,81.30682373,36.4,89.37391468,89.37391468,10,-0.02308294,0.416257604,1.57505625,"YES",FALSE,3.54820513725281,3.25069603919983,2.70952386856079,2.01084244251251,1.68945052623749,1.75084252357483,2.24234442710876,2.46219754219055,2.13736243247986,1.86139199733734,2.2802930355072,2.88036637306213,0,0,0,0,0,0
"CA-Man",55.8796,-98.4808,259,"ENF",520,"Dfc",0.58618865,-229.6753193,230.2615079,-1.181531772,14.64952035,1.40322214,9.824147741,59.27210158,0.189097814,0.445356831,0.992595988,0.015384881,125.3538971,162.1238317,187.351898,187.351898,12,-0.055790268,0.488063075,2.150424144,"NO",FALSE,2.04996404647827,4.7660813331604,3.17457828521729,3.75450530052185,3.35010991096497,3.2043957233429,2.81538462638855,2.91890120506287,2.30402936935425,2.95465197563171,4.25333318710327,3.80732560157776,0,0,0,0,0,0
"CA-LP1",55.1119,-122.8414,751,"ENF",570,"Dfb",-175.8770067,-300.7352603,124.8582535,2.886093156,10.3319541,0.61019,9.123298658,50.06340854,0.19590457,0.421291408,0.812797082,0.015398617,70.65000153,NA,NA,70.65000153,10,-0.018045016,0.905830187,1.713389819,"YES",FALSE,0.919706845283508,2.50967030525208,3.24600739479065,2.44564094543457,2.58402924537659,2.28168482780457,2.23194155693054,2.70000014305115,2.59333329200745,2.58388276100159,3.01655688285828,2.86271071434021,0,0,0,0,0,0
"CA-Ca1",49.8673,-125.3336,300,"ENF",1369,"Cfb",-373.7580182,-1083.818877,710.0608591,8.065497168,6.161820245,0.450077744,5.357694171,31.171212,0.364140255,0.74399927,2.501828196,0.028837846,63.875,75,119.4553249,119.4553249,12,-0.019808286,0.638487585,2.075588359,"YES",FALSE,1.17150182723999,2.29443221092224,1.9684981584549,2.12271060943604,2.01201469898224,2.06549444198608,1.96761903762817,2.2878387928009,1.87648344039917,1.94271068572998,2.17941393852234,1.86959707736969,0,0,0,0,0,0
"CA-Gro",48.2167,-82.1556,340,"MF",831,"Dfb",-118.1875763,-447.8413266,329.6537504,3.747624006,12.3953469,0.981259806,9.202684815,51.52390415,0.295093625,0.557405282,1.848811726,0.022569565,104.0162354,23.59731714,79.39664123,79.39664123,8,0.065791457,0.659548955,1.66354123,"YES",FALSE,3.34014692306519,3.86549482345581,3.2101095199585,2.68366293907166,2.20805850028992,2.03633687496185,2.28864526748657,2.52087941169739,2.05978026390076,2.65223436355591,2.64263715744019,4.01355352401733,0,0,0,0,0,0
"CA-Obs",53.9872,-105.1178,628.94,"ENF",405.6,"Dfc",-54.98450569,-316.5949258,261.6104201,1.211340753,12.99609806,1.106668749,8.733588777,55.4027339,0.209253102,0.479189416,1.175868382,0.017339328,130.3181763,75.61757143,119.9366052,119.9366052,11,-0.093125181,0.044201854,1.508737272,"YES",TRUE,1.02036644220352,4.34923105239868,3.527618932724,3.2422709941864,3.24241757392883,2.67443246841431,2.58417568206787,3.17128195762634,2.50351643562317,3.14161176681519,3.15970692634583,3.04864482879639,0,0,0,0,0,0
"CA-Ojp",53.9163,-104.692,579,"ENF",430.5,"Dfc",-38.11573117,-234.6029708,196.4872397,1.443179156,13.13012679,0.984442341,9.265129909,55.02257197,0.221184153,0.488610747,1.134186483,0.01648419,102.477272,8.6849,67.77522834,67.77522834,11,-0.026605268,0.465321783,2.463805637,"YES",FALSE,1.1025646686554,4.27772951126099,3.51399240493774,3.16058611869812,3.26937727928162,2.67875456809998,2.65479822158813,3.05882782936096,2.42051281929016,3.14527468681335,3.14102554321289,3.06849789619446,0,0,0,0,0,0
"US-Jo2",32.5849,-106.6032,1469,"OSH",282.3,"Bwk",-174.9616979,-245.9539192,70.99222131,17.64086811,8.187068443,0.457703509,12.32449965,34.18375,0.112643534,0.170639891,0.214181153,0.0046417,9,NA,NA,9,10,-0.006434519,0.917774248,2.310299315,"YES",FALSE,0.740219795703888,0.940366315841675,0.311941361427307,0.578754639625549,1.26857149600983,0.980659091472626,1.26300387382507,1.27838816642761,1.56769232749939,1.74087905883789,1.06109888553619,1.03025640249252,0,0,0,0,0,0
"US-MtB",32.416,-110.7256,2573,"ENF",790,"Csb",-495.3536272,-738.7744569,243.4208297,9.890111772,6.731203351,0.420454566,5.563098661,30.82369047,0.286684153,0.53827377,1.443510073,0.015327075,5,NA,NA,5,9,-0.344881733,0.080010611,1.626306507,"NO",TRUE,0.608131873607636,0.969523811340332,0.217728924751282,0.408424890041351,1.10095236301422,0.848205149173737,1.22058615684509,1.54432260990143,1.61245429515839,1.96564085483551,0.885567760467529,0.8799267411232,0,0,0,0,0,0
"US-LL1",31.2792,-84.5329,165,"SAV",1310,"Cfa",-203.9650578,-874.3477007,670.3826429,19.41596748,6.815460414,0.63693578,10.01652579,29.82403338,0.371546266,0.697580328,1.874862913,0.03396166,20,NA,NA,20,12,-0.039362096,0.07610438,3.642872345,"YES",TRUE,1.58021984100342,1.17985339164734,1.39641017913818,1.00073277950287,1.50659255981445,1.25252757072449,1.70417640209198,1.44263699054718,1.77369935512543,1.51787545681,2.46249098777771,1.5014652967453,0,0,0,0,0,0
"US-BZB",64.6955,-148.3208,100,"WET",274,"Dfd",14.09593446,-150.513523,164.6094574,-1.552445775,15.06864268,1.542979811,12.98144579,59.98008079,0.210736947,0.438115487,0.612551445,0.012810672,78,NA,NA,78,9,-0.051100561,0.339120947,5.482163948,"NO",FALSE,3.01655678749084,1.04366323947907,3.51736259460449,1.93758254051209,1.59919419288635,1.71289403438568,2.1109158039093,2.25765571594238,1.98871796131134,0.945933997631073,3.16849851608276,2.34256401062012,0,0,0,0,0,0
"US-BZF",64.7013,-148.3121,95,"WET",274,"Dfd",11.25606263,-190.7741644,202.030227,-1.128288118,14.96944303,1.588988487,12.02349113,59.38928594,0.224255579,0.452690773,0.891778017,0.014792292,91,NA,NA,91,8,-0.038577649,0.580836834,4.529612207,"NO",FALSE,3.01655678749084,1.04366323947907,3.51736259460449,1.93758254051209,1.59919419288635,1.71289403438568,2.1109158039093,2.25765571594238,1.98871796131134,0.945933997631073,3.16849851608276,2.34256401062012,0,0,0,0,0,0
"US-KL2",42.4768,-85.4468,258.3,"GRA",1027,"Dfa",-263.1196683,-650.348139,387.2284707,9.320215088,10.52969109,0.880711625,10.20397413,43.9926471,0.273933523,0.477414962,1.086014637,0.024449605,29,NA,NA,29,13,-0.046879361,0.044190964,12.0256356,"YES",TRUE,3.05135521888733,3.16776547431946,2.56315016746521,1.63201460838318,1.36351647377014,1.59487178325653,2.22725281715393,2.42190461158752,2.0172890663147,2.04329686164856,2.09091572761536,2.5279851436615,0,0,0,0,0,0
"US-Ro4",44.6781,-93.0723,274,"GRA",879,"Dfa",-281.7066242,-556.4454711,274.7388469,7.471009355,12.1251548,1.056804783,11.44813229,52.01075423,0.284919057,0.449071513,1.084826337,0.021613834,87,NA,NA,87,10,-0.050009222,0.393546492,3.188947228,"NO",FALSE,2.26446857452393,4.33076934814453,3.00249099731445,1.81670322418213,1.90564069747925,1.68087937831879,2.17465176582336,2.77670307159424,2.06358957290649,2.24461536407471,1.46285717487335,2.25157518386841,0,0,0,0,0,0
"US-KM4",42.4423,-85.3301,246.3,"GRA",1027,"Dfa",-6.013849094,-527.2991009,521.2852518,9.198884433,10.44266836,0.969532712,10.70435516,43.71349401,0.303425461,0.483937085,1.207404036,0.02473498,370,NA,NA,370,12,-0.048108184,0.292149941,2.00045982,"YES",FALSE,3.01304039955139,3.14021954536438,2.53897438049316,1.57692310810089,1.34161150455475,1.59912083148956,2.24234442710876,2.45223445892334,2.05604386329651,2.03553097248077,2.00322346687317,2.44300351142883,0,0,0,0,0,0
"US-MBP",47.5051,-93.4893,416,"WET",780,"Dfb",-221.4190361,-284.4550232,63.03598711,4.106576485,12.6311142,1.243680234,11.44332292,53.62629878,0.286788686,0.499722445,1.732175536,0.024541206,29,NA,NA,29,12,-0.043566591,0.562340869,3.984413585,"NO",FALSE,2.34065909385681,4.79948740005493,3.33296723365784,2.46249084472656,2.8950915813446,2.48476214408875,2.84527487754822,3.31399250030518,2.0611722946167,2.87186813354492,1.83904764652252,2.7971426486969,0,0,0,0,0,0
"US-Myb",38.0499,-121.765,-4,"WET",338,"Csa",-412.3568795,-813.0054664,400.648587,15.6288017,5.37172437,0.460911935,10.47096704,24.55786458,0.346545173,0.571359199,1.531901298,0.035254348,29,NA,NA,29,10,0.040045279,0.78921228,2.17476347,"NO",FALSE,1.15003662109375,1.52073259353638,0.943882894515991,0.819633734226227,0.947692251205444,0.90095226764679,1.28923082351685,1.55545756816864,1.76908431053162,1.86380965709686,1.38974356651306,0.826080644130707,0,0,0,0,0,0
"US-NC4",35.7879,-75.9038,1,"WET",1311,"Cfa",38.72256305,-772.8963711,811.6189342,17.03805014,7.827075402,0.64665654,7.710634506,33.24212582,0.358008743,0.713713113,2.489853787,0.041843775,250,NA,NA,250,10,-0.125323558,0.387874082,1.557212771,"NO",FALSE,1.60805854797363,1.39465205669403,1.59098908901215,1.04959726333618,0.798461449146271,0.77597006559372,1.53794813156128,1.2219048500061,1.57662963867188,1.20051262378693,2.2330403804779,1.66630034446716,0,0,0,0,0,0
